Application/Permit Number,Permit Type,Address,Category,Action Type,Work Type,Value,Application Date,Issue Date,Final Date,Expiration Date,Status,Master Use Permit,Latitude,Longitude
6397271,Construction,809 OLIVE WAY,COMMERCIAL,ADD/ALT,Plan Review,100000,1/7/14,3/6/14,2/26/15,9/6/15,Permit Closed,,47.61397452,-122.3335283
6387847,Construction,12001 LAKE CITY WAY NE,COMMERCIAL,ADD/ALT,Plan Review,300000,12/10/13,3/6/14,8/15/14,9/6/15,Permit Closed,,47.71599889,-122.2975526
6407453,Construction,1158 BROADWAY,COMMERCIAL,ADD/ALT,No plan review,12000,3/7/14,3/7/14,10/13/15,9/7/15,Permit Closed,,47.61273241,-122.3202851
6399273,Construction,9240 2ND AVE SW,COMMERCIAL,ADD/ALT,Plan Review,20000,2/19/14,3/7/14,4/7/14,9/7/15,Permit Closed,,47.5201332,-122.3355284
6399461,Construction,3727 CALIFORNIA AVE SW,COMMERCIAL,ADD/ALT,Plan Review,150000,2/7/14,3/7/14,5/2/14,9/7/15,Permit Closed,,47.57043767,-122.3871674
6396805,Construction,3400 STONE WAY N,COMMERCIAL,ADD/ALT,Plan Review,744890,1/23/14,3/7/14,9/3/14,9/7/15,Permit Closed,,47.64868169,-122.3425554
6392411,Construction,4610 M L KING JR WAY S,COMMERCIAL,ADD/ALT,Plan Review,10000,12/24/13,3/7/14,5/12/14,9/7/15,Permit Closed,,47.56185593,-122.293646
6391156,Construction,4300 AURORA AVE N,COMMERCIAL,ADD/ALT,Plan Review,10000,11/26/13,3/7/14,10/7/14,9/7/15,Permit Closed,,47.66027266,-122.3470594
6294017,Construction,2110 W DRAVUS ST,COMMERCIAL,NEW,Plan Review,1005000,4/19/13,3/7/14,6/19/15,9/7/15,Permit Closed,,47.64866803,-122.3839158
6373948,Construction,1113 6TH AVE,COMMERCIAL,TEMP,Plan Review,1,8/9/13,3/7/14,,4/4/14,Permit Closed,,47.60809848,-122.3321299
6403271,Construction,2411 ALASKAN WAY,COMMERCIAL,ADD/ALT,Plan Review,50000,2/28/14,3/10/14,,9/10/15,Permit Issued,,47.61241077,-122.3507671
6397689,Construction,4915 25TH AVE NE,COMMERCIAL,ADD/ALT,Plan Review,150000,1/28/14,3/10/14,,9/10/15,Permit Issued,,47.66517119,-122.3018716
6399490,Construction,2601 ELLIOTT AVE,COMMERCIAL,ADD/ALT,Plan Review,245000,1/21/14,3/10/14,5/21/14,9/10/15,Permit Finaled,,47.61429877,-122.352642
6404410,Construction,701 5TH AVE,COMMERCIAL,ALTER,Plan Review,200000,2/14/14,3/10/14,5/19/14,9/10/15,Permit Closed,,47.60454089,-122.3307351
6407440,Construction,1000 2ND AVE,COMMERCIAL,ALTER,Plan Review,378923,3/7/14,3/10/14,,9/10/15,Permit Issued,,47.6056731,-122.3351247
6348540,Construction,221 MINOR AVE N,COMMERCIAL,NEW,Plan Review,800000,3/1/13,3/10/14,,9/10/15,Permit Issued,3012798,47.62033328,-122.3332502
6407878,Construction,207 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,10000,3/11/14,3/11/14,6/20/14,9/11/15,Permit Closed,,47.62037756,-122.3362875
6407871,Construction,207 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,10000,3/11/14,3/11/14,6/20/14,9/11/15,Permit Closed,,47.62037756,-122.3362875
6398075,Construction,601 S ALASKA ST,COMMERCIAL,ADD/ALT,Plan Review,162975,1/24/14,3/11/14,5/5/14,9/11/15,Permit Closed,,47.560679,-122.3264699
6396356,Construction,7104 WOODLAWN AVE NE,COMMERCIAL,ADD/ALT,Plan Review,607444,1/7/14,3/11/14,7/25/14,9/11/15,Permit Closed,,47.68009443,-122.3243323
6381879,Construction,500 MERCER ST,COMMERCIAL,ADD/ALT,Plan Review,1500,9/30/13,3/11/14,3/26/14,9/11/15,Permit Closed,,47.62473655,-122.3472847
6399368,Construction,705 5TH AVE S,COMMERCIAL,ALTER,Plan Review,150000,1/10/14,3/11/14,4/21/14,9/11/15,Permit Closed,,47.59634748,-122.3280847
6402920,Construction,711 2ND AVE,COMMERCIAL,ALTER,Plan Review,650000,2/5/14,3/11/14,6/2/14,9/11/15,Permit Closed,,47.60331562,-122.3339067
6406102,Construction,515 WESTLAKE AVE N,COMMERCIAL,ALTER,Plan Review,1,2/27/14,3/11/14,,,Permit Issued,,47.6241378,-122.3386931
6339386,Construction,2605 22ND AVE E,COMMERCIAL,ADD/ALT,Plan Review,20000,1/4/13,3/12/14,1/22/15,9/12/15,Permit Closed,,47.64340051,-122.3040721
6408223,Construction,747 BROADWAY,COMMERCIAL,ADD/ALT,No plan review,10000,3/12/14,3/12/14,4/9/14,9/12/15,Permit Closed,,47.60884785,-122.3219422
6408203,Construction,2601 ELLIOTT AVE,COMMERCIAL,ADD/ALT,No plan review,35000,3/12/14,3/12/14,5/5/14,9/12/15,Permit Closed,,47.61429877,-122.352642
6398318,Construction,2125 3RD AVE,COMMERCIAL,ADD/ALT,Plan Review,147000,1/30/14,3/12/14,6/9/14,9/12/15,Permit Closed,,47.61362347,-122.3433215
6393739,Construction,7104 WOODLAWN AVE NE,COMMERCIAL,ADD/ALT,Plan Review,157000,1/16/14,3/12/14,7/7/14,9/12/15,Permit Closed,,47.68009443,-122.3243323
6408167,Demolition,2300 26TH AVE S,COMMERCIAL,DEMOLITION,No plan review,1,3/12/14,3/12/14,4/15/14,9/12/15,Permit Closed,,47.58203118,-122.2985523
6371236,Construction,2121 WESTLAKE AVE,COMMERCIAL,ADD/ALT,Plan Review,650000,9/10/13,3/13/14,1/27/15,9/13/15,Permit Closed,,47.61743965,-122.3386466
6370497,Construction,2121 WESTLAKE AVE,COMMERCIAL,ADD/ALT,Plan Review,616000,9/10/13,3/13/14,,3/13/17,Permit Issued,,47.61743965,-122.3386466
6408441,Construction,710 2ND AVE,COMMERCIAL,ADD/ALT,No plan review,45000,3/13/14,3/13/14,4/17/14,9/13/15,Permit Closed,,47.60360418,-122.3328929
6386837,Construction,940 S HARNEY ST,COMMERCIAL,ADD/ALT,Plan Review,200000,1/9/14,3/13/14,6/2/14,9/13/15,Permit Closed,,47.54853911,-122.3194075
6408402,Construction,1529 3RD AVE,COMMERCIAL,ADD/ALT,No plan review,28500,3/14/14,3/14/14,4/25/14,9/14/15,Permit Closed,,47.61030312,-122.3388001
6408567,Construction,7900 EAST GREEN LAKE DR N,COMMERCIAL,ADD/ALT,No plan review,18000,3/14/14,3/14/14,8/19/15,9/14/15,Permit Closed,,47.68583068,-122.3371003
6394764,Construction,220 3RD AVE S,COMMERCIAL,ADD/ALT,No plan review,1000,3/14/14,3/14/14,,3/14/17,Permit Issued,,47.60026101,-122.3299131
6403549,Construction,2201 6TH AVE,COMMERCIAL,ADD/ALT,Plan Review,5000,2/26/14,3/14/14,,9/14/15,Permit Issued,,47.61599976,-122.3416694
6395090,Construction,4741 BALLARD AVE NW,COMMERCIAL,ADD/ALT,Plan Review,150000,2/11/14,3/14/14,5/12/14,9/14/15,Permit Closed,,47.66351873,-122.3801393
6396377,Construction,2601 ELLIOTT AVE,COMMERCIAL,ADD/ALT,Plan Review,900000,1/27/14,3/14/14,5/12/14,9/14/15,Permit Closed,,47.61429877,-122.352642
6386127,Construction,1514 E OLIVE WAY,COMMERCIAL,ADD/ALT,Plan Review,150000,1/22/14,3/14/14,5/1/14,9/14/15,Permit Closed,,47.61825574,-122.3261026
6396195,Construction,15 NICKERSON ST,COMMERCIAL,ADD/ALT,Plan Review,30000,1/21/14,3/14/14,,9/14/15,Permit Issued,,47.64919282,-122.3568741
6396154,Construction,2238 EASTLAKE AVE E,COMMERCIAL,ADD/ALT,Plan Review,50000,1/16/14,3/14/14,5/15/14,9/14/15,Permit Closed,,47.63924401,-122.3254992
6408761,Construction,1201 3RD AVE,COMMERCIAL,ADD/ALT,No plan review,110000,3/17/14,3/17/14,4/17/14,9/17/15,Permit Closed,,47.60723772,-122.3361213
6407153,Construction,4225 ROOSEVELT WAY NE,COMMERCIAL,ADD/ALT,No plan review,350000,3/17/14,3/17/14,7/15/14,9/17/15,Permit Closed,,47.65821737,-122.3183248
6400964,Construction,2200 WESTLAKE AVE,COMMERCIAL,ADD/ALT,Plan Review,67000,2/19/14,3/17/14,9/18/14,9/17/15,Permit Closed,,47.61783173,-122.3372997
6397138,Construction,2615 NE 113TH ST,COMMERCIAL,ADD/ALT,Plan Review,3960,1/16/14,3/17/14,,9/17/15,Permit Issued,,47.70995441,-122.2997743
6379432,Construction,500 PINE ST,COMMERCIAL,ADD/ALT,Plan Review,20000000,11/26/13,3/17/14,,3/17/17,Permit Issued,,47.61229918,-122.3363018
6405124,Construction,1801 7TH AVE,COMMERCIAL,ALTER,Plan Review,85000,2/20/14,3/17/14,4/1/14,9/17/15,Permit Closed,,47.61375188,-122.3356752
6389290,Construction,6702 15TH AVE NW,COMMERCIAL,NEW,Plan Review,184771,12/20/13,3/17/14,,9/17/15,Permit Issued,3015280,47.67797811,-122.3765017
6396774,Construction,1906 PIKE PL,COMMERCIAL,NO CONSTRUCTION,No plan review,23000,3/17/14,3/17/14,6/2/14,9/17/15,Permit Closed,,47.60994945,-122.3423498
6409015,Construction,1715 E OLIVE WAY,COMMERCIAL,ADD/ALT,No plan review,2500,3/18/14,3/18/14,11/21/14,9/18/15,Permit Closed,,47.61951527,-122.3228363
6409008,Construction,2001 8TH AVE,COMMERCIAL,ADD/ALT,No plan review,3000,3/18/14,3/18/14,9/3/15,9/18/15,Permit Closed,,47.61578904,-122.3372714
6406430,Construction,701 5TH AVE,COMMERCIAL,ALTER,Plan Review,50000,2/28/14,3/18/14,5/18/15,9/18/15,Permit Closed,,47.60454089,-122.3307351
6382636,Demolition,3801 STONE WAY N,COMMERCIAL,DEMOLITION,Plan Review,1,1/9/14,3/18/14,,9/18/15,Permit Issued,3014111,47.65310607,-122.3431802
6399336,Demolition,3812 WOODLAND PARK AVE N,COMMERCIAL,DEMOLITION,Plan Review,1,1/10/14,3/18/14,,9/18/15,Permit Issued,3014111,47.65316274,-122.3437033
6399335,Demolition,3816 WOODLAND PARK AVE N,COMMERCIAL,DEMOLITION,Plan Review,1,1/10/14,3/18/14,,9/18/15,Permit Issued,3014111,47.6532892,-122.343726
6399334,Demolition,3822 WOODLAND PARK AVE N,COMMERCIAL,DEMOLITION,Plan Review,1,1/10/14,3/18/14,,9/18/15,Permit Issued,3014111,47.6534284,-122.3437331
6399333,Demolition,3826 WOODLAND PARK AVE N,COMMERCIAL,DEMOLITION,Plan Review,1,1/10/14,3/18/14,,9/18/15,Permit Issued,3014111,47.65357081,-122.3436739
6399332,Demolition,3815 STONE WAY N,COMMERCIAL,DEMOLITION,Plan Review,1,1/10/14,3/18/14,,9/18/15,Permit Issued,3014111,47.65331481,-122.3429225
6399331,Demolition,3827 STONE WAY N,COMMERCIAL,DEMOLITION,Plan Review,1,1/10/14,3/18/14,,9/18/15,Permit Issued,3014111,47.65354958,-122.3430494
6343532,Construction,714 E PIKE ST,COMMERCIAL,NEW,Plan Review,24557949,2/19/13,3/18/14,,3/18/17,Permit Issued,3013283,47.61445083,-122.3227283
6343551,Construction,714 E PIKE ST,COMMERCIAL,NEW,Plan Review,13465865,2/19/13,3/18/14,,3/18/17,Permit Issued,3013283,47.61445083,-122.3227283
6409200,Construction,999 3RD AVE,COMMERCIAL,ADD/ALT,No plan review,12000,3/19/14,3/19/14,5/12/14,9/19/15,Permit Closed,,47.60505199,-122.3342878
6409174,Construction,1518 1ST AVE S,COMMERCIAL,ADD/ALT,No plan review,5000,3/19/14,3/19/14,10/20/15,9/19/15,Permit Closed,,47.58959018,-122.3337069
6401471,Construction,1730 MINOR AVE,COMMERCIAL,ALTER,Plan Review,300000,1/24/14,3/19/14,4/25/14,9/19/15,Permit Closed,,47.61695645,-122.3296664
6409425,Construction,1113 6TH AVE,COMMERCIAL,ADD/ALT,No plan review,250000,3/20/14,3/20/14,5/22/14,9/20/15,Permit Closed,,47.60809848,-122.3321299
6401577,Construction,6023 SW STEVENS ST,COMMERCIAL,ADD/ALT,Plan Review,13000,2/26/14,3/20/14,4/4/14,9/20/15,Permit Closed,,47.57753975,-122.4103209
6399268,Construction,617 EASTLAKE AVE E,COMMERCIAL,ADD/ALT,Plan Review,295000,2/18/14,3/20/14,5/1/14,9/20/15,Permit Closed,,47.624886,-122.3300803
6396889,Construction,1265 REPUBLICAN ST,COMMERCIAL,ADD/ALT,Plan Review,200000,2/5/14,3/20/14,10/13/14,9/20/15,Permit Closed,,47.62298882,-122.3308309
6402347,Construction,711 2ND AVE,COMMERCIAL,ALTER,Plan Review,120000,1/31/14,3/20/14,4/25/14,9/20/15,Permit Closed,,47.60331562,-122.3339067
6409449,Construction,600 UNIVERSITY ST,COMMERCIAL,ALTER,Plan Review,115000,3/20/14,3/20/14,6/23/14,9/20/15,Permit Closed,,47.60967252,-122.3323065
6407304,Construction,2901 3RD AVE,COMMERCIAL,ALTER,Plan Review,190000,3/6/14,3/20/14,7/28/14,9/20/15,Permit Closed,,47.61820578,-122.352016
6376298,Site Development,5701 M L KING JR WAY S,COMMERCIAL,GRADING,Plan Review,10000,2/22/14,3/20/14,,9/20/15,Permit Issued,3016146,47.55093716,-122.2883067
6408309,Construction,11231 ROOSEVELT WAY NE,COMMERCIAL,ADD/ALT,No plan review,120000,3/21/14,3/21/14,,9/21/15,Permit Issued,,47.71078237,-122.3182504
6409713,Construction,1111 3RD AVE,COMMERCIAL,ADD/ALT,No plan review,55000,3/21/14,3/21/14,,9/21/15,Permit Issued,,47.60655975,-122.3353464
6409652,Construction,1301 6TH AVE,COMMERCIAL,ADD/ALT,No plan review,35000,3/21/14,3/21/14,10/21/14,9/21/15,Permit Closed,,47.60946874,-122.3333848
6409641,Construction,2001 8TH AVE,COMMERCIAL,ADD/ALT,No plan review,4000,3/21/14,3/21/14,9/3/15,9/21/15,Permit Closed,,47.61578904,-122.3372714
6409638,Construction,1918 8TH AVE,COMMERCIAL,ADD/ALT,No plan review,4000,3/21/14,3/21/14,9/3/15,9/21/15,Permit Closed,,47.61540055,-122.3358177
6402928,Construction,5240 UNIVERSITY WAY NE,COMMERCIAL,ADD/ALT,Plan Review,35000,2/19/14,3/21/14,6/4/14,9/21/15,Permit Closed,,47.66761574,-122.3127328
6403961,Construction,1300 N 97TH ST,COMMERCIAL,ADD/ALT,Plan Review,30000,2/12/14,3/21/14,,9/21/15,Permit Issued,,47.69978624,-122.3416224
6394602,Construction,542 19TH AVE E,COMMERCIAL,ADD/ALT,Plan Review,81937,2/11/14,3/21/14,9/8/14,9/21/15,Permit Closed,,47.62422846,-122.3069214
6386604,Construction,525 NE NORTHGATE WAY,COMMERCIAL,ADD/ALT,Plan Review,650000,10/30/13,3/21/14,12/17/14,9/21/15,Permit Closed,,47.70833372,-122.3220476
6383237,Construction,1511 3RD AVE,COMMERCIAL,ADD/ALT,Plan Review,1800000,10/30/13,3/22/14,9/11/15,9/22/15,Permit Closed,,47.60987341,-122.338253
6409932,Construction,400 MERCER ST,COMMERCIAL,ADD/ALT,No plan review,5000,3/24/14,3/24/14,,9/24/15,Permit Issued,,47.62476879,-122.3484461
6401608,Construction,1332 6TH AVE,COMMERCIAL,ADD/ALT,Plan Review,315000,3/6/14,3/24/14,11/10/14,9/24/15,Permit Closed,,47.610431,-122.3320769
6400350,Construction,550 12TH AVE,COMMERCIAL,ADD/ALT,Plan Review,100000,2/28/14,3/24/14,,9/24/15,Permit Issued,,47.60700654,-122.3165944
6405233,Construction,1250 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,200000,2/21/14,3/24/14,4/7/14,9/24/15,Permit Closed,,47.59085645,-122.3335583
6392069,Construction,2962 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,60000,2/18/14,3/24/14,5/9/14,9/24/15,Permit Closed,,47.57583235,-122.3337863
6398705,Construction,600 UNIVERSITY ST,COMMERCIAL,ADD/ALT,Plan Review,50000,2/13/14,3/24/14,5/14/15,9/24/15,Permit Closed,,47.60967252,-122.3323065
6399503,Construction,5319 4TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,85000,2/4/14,3/24/14,5/30/14,9/24/15,Permit Closed,,47.55439471,-122.329996
6397213,Construction,305 HARRISON ST,COMMERCIAL,ADD/ALT,Plan Review,100000,1/31/14,3/24/14,6/3/14,9/24/15,Permit Closed,,47.62208508,-122.3539963
6393403,Construction,400 YESLER WAY,COMMERCIAL,ADD/ALT,Plan Review,25000,12/27/13,3/24/14,,9/24/15,Permit Issued,,47.60193619,-122.3281349
6399326,Demolition,223 8TH AVE N,COMMERCIAL,DEMOLITION,Plan Review,1,1/13/14,3/24/14,11/7/14,9/24/15,Permit Closed,3014045,47.62022312,-122.3414618
6399090,Demolition,777 THOMAS ST,COMMERCIAL,DEMOLITION,Plan Review,1,1/13/14,3/24/14,11/7/14,9/24/15,Permit Closed,3014045,47.62069226,-122.3413943
6399327,Demolition,215 8TH AVE N,COMMERCIAL,DEMOLITION,Plan Review,1,1/13/14,3/24/14,11/7/14,9/24/15,Permit Closed,3014045,47.62022312,-122.3414618
6410141,Construction,2001 8TH AVE,COMMERCIAL,ADD/ALT,No plan review,5000,3/25/14,3/25/14,4/18/14,9/25/15,Permit Closed,,47.61578904,-122.3372714
6401547,Construction,300 ROY ST,COMMERCIAL,ADD/ALT,Plan Review,80000,2/21/14,3/25/14,5/7/14,9/25/15,Permit Closed,,47.62562972,-122.3512285
6400767,Construction,1301 5TH AVE,COMMERCIAL,ADD/ALT,Plan Review,50000,2/19/14,3/25/14,5/16/14,9/25/15,Permit Closed,,47.60896713,-122.3348214
6398686,Construction,601 BROADWAY,COMMERCIAL,ADD/ALT,Plan Review,150000,2/13/14,3/25/14,2/11/15,9/25/15,Permit Closed,,47.60778852,-122.3211181
6392686,Construction,3401 8TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,35000,2/5/14,3/25/14,6/6/14,9/25/15,Permit Closed,,47.57350593,-122.3235033
6384762,Construction,1124 PIKE ST,COMMERCIAL,ADD/ALT,Plan Review,2300000,12/23/13,3/25/14,11/9/15,9/25/15,Permit Closed,,47.61398402,-122.3282872
6394114,Construction,700 3RD AVE,COMMERCIAL,ADD/ALT,Plan Review,25000,12/6/13,3/25/14,6/23/14,9/25/15,Permit Closed,,47.60376463,-122.3319499
6410425,Construction,5333 BALLARD AVE NW,COMMERCIAL,ADD/ALT,No plan review,4000,3/26/14,3/26/14,11/20/15,9/26/15,Permit Closed,,47.66705087,-122.3843429
6408103,Construction,325 9TH AVE,COMMERCIAL,ADD/ALT,No plan review,65000,3/26/14,3/26/14,10/17/14,9/26/15,Permit Closed,,47.60399886,-122.3237836
6405911,Construction,5404 22ND AVE NW,COMMERCIAL,ADD/ALT,Plan Review,1000,2/28/14,3/26/14,5/28/14,9/26/15,Permit Closed,,47.66798581,-122.38452
6397235,Construction,7726 15TH AVE NW,COMMERCIAL,ADD/ALT,Plan Review,300000,2/4/14,3/26/14,7/1/14,9/26/15,Permit Closed,,47.68590135,-122.3764174
6397476,Construction,210 S LUCILE ST,COMMERCIAL,ADD/ALT,Plan Review,650000,2/4/14,3/26/14,7/21/14,9/26/15,Permit Closed,,47.55358236,-122.3317698
6388306,Construction,2820 THORNDYKE AVE W,COMMERCIAL,ADD/ALT,Plan Review,35000,1/28/14,3/26/14,4/14/15,9/26/15,Permit Closed,,47.6452147,-122.3823729
6394611,Construction,5600 14TH AVE NW,COMMERCIAL,ADD/ALT,Plan Review,195000,1/15/14,3/26/14,,3/26/17,Permit Issued,,47.66960162,-122.3730835
6407689,Construction,701 5TH AVE,COMMERCIAL,ALTER,Plan Review,392000,3/10/14,3/26/14,7/14/14,9/26/15,Permit Closed,,47.60454089,-122.3307351
6410700,Construction,425 15TH AVE E,COMMERCIAL,ADD/ALT,No plan review,5000,3/27/14,3/27/14,12/1/15,9/27/15,Permit Closed,,47.62269071,-122.3129472
6410646,Construction,2000 1ST AVE,COMMERCIAL,ADD/ALT,No plan review,26900,3/27/14,3/27/14,6/2/14,9/27/15,Permit Closed,,47.61146142,-122.3426554
6410623,Construction,1005 SPRING ST,COMMERCIAL,ADD/ALT,No plan review,7200,3/27/14,3/27/14,6/10/14,9/27/15,Permit Closed,,47.60958782,-122.3264763
6400347,Construction,701 5TH AVE,COMMERCIAL,ADD/ALT,Plan Review,70684,2/26/14,3/27/14,5/6/14,9/27/15,Permit Closed,,47.60454089,-122.3307351
6410924,Construction,300 WESTLAKE AVE N,COMMERCIAL,ADD/ALT,No plan review,100000,3/28/14,3/28/14,,9/28/15,Permit Issued,,47.6213169,-122.3381515
6402306,Construction,2331 E MADISON ST,COMMERCIAL,ADD/ALT,Plan Review,40000,2/27/14,3/28/14,4/25/14,9/28/15,Permit Closed,,47.61975443,-122.3013889
6344888,Construction,523 BROADWAY E,COMMERCIAL,ADD/ALT,Plan Review,224627,2/4/14,3/28/14,,9/28/15,Permit Issued,,47.62377547,-122.321217
6386129,Construction,1001 4TH AVE,COMMERCIAL,ALTER,Plan Review,100000,10/4/13,3/28/14,,9/28/15,Permit Issued,,47.60615304,-122.333894
6336566,Demolition,3800 RAINIER AVE S,COMMERCIAL,DEMOLITION,No plan review,1,8/12/13,3/28/14,11/5/15,3/28/17,Permit Closed,3012340,47.56965147,-122.2901043
6388376,Construction,6411 SEAVIEW AVE NW,COMMERCIAL,ADD/ALT,Plan Review,20000,2/19/14,3/29/14,10/2/15,9/29/15,Permit Closed,,47.67528602,-122.4083725
6387196,Construction,1715 E MADISON ST,COMMERCIAL,ADD/ALT,Plan Review,5000,2/4/14,3/29/14,,9/29/15,Permit Issued,,47.61565184,-122.3095012
6393735,Construction,1500 NW MARKET ST,COMMERCIAL,ADD/ALT,Plan Review,370000,1/16/14,3/29/14,7/10/14,9/29/15,Permit Closed,,47.66890986,-122.3766966
6411061,Construction,1101 2ND AVE,COMMERCIAL,ADD/ALT,No plan review,2500,3/31/14,3/31/14,5/8/14,9/30/15,Permit Closed,,47.60581874,-122.3366584
6404813,Construction,201 BOREN AVE N,COMMERCIAL,ADD/ALT,Plan Review,15000,2/26/14,3/31/14,5/30/14,9/30/15,Permit Closed,,47.62037756,-122.3362875
6401489,Construction,201 S KING ST,COMMERCIAL,ADD/ALT,Plan Review,400000,2/25/14,3/31/14,8/18/14,9/30/15,Permit Closed,,47.59785934,-122.3323681
6401036,Construction,1512 BROADWAY,COMMERCIAL,ADD/ALT,Plan Review,144000,1/22/14,3/31/14,7/2/14,9/30/15,Permit Closed,,47.61457569,-122.3204489
6393520,Construction,1100 5TH AVE,COMMERCIAL,ADD/ALT,Plan Review,350000,12/16/13,3/31/14,12/19/14,9/30/15,Permit Closed,,47.60755583,-122.3324548
6359453,Construction,2720 E MADISON ST,COMMERCIAL,ADD/ALT,Plan Review,985751,5/16/13,4/1/14,5/15/15,10/1/15,Permit Closed,,47.62342591,-122.2968988
6409513,Construction,601 BROADWAY E,COMMERCIAL,ADD/ALT,No plan review,20000,4/1/14,4/1/14,4/22/15,10/1/15,Permit Closed,,47.6244649,-122.3212562
6411301,Construction,3803 S EDDY ST,COMMERCIAL,ADD/ALT,No plan review,37219,4/1/14,4/1/14,9/14/15,10/1/15,Permit Closed,,47.54520143,-122.284679
6411238,Construction,410 TERRY AVE N,COMMERCIAL,ADD/ALT,No plan review,10000,4/1/14,4/1/14,11/5/15,10/1/15,Permit Closed,,47.62221783,-122.3368177
6411241,Construction,1918 8TH AVE,COMMERCIAL,ADD/ALT,No plan review,4000,4/1/14,4/1/14,4/18/14,10/1/15,Permit Closed,,47.61540055,-122.3358177
6398689,Construction,115 BELMONT AVE E,COMMERCIAL,ADD/ALT,Plan Review,142000,2/26/14,4/1/14,4/18/14,10/1/15,Permit Closed,,47.61900866,-122.324339
6404971,Construction,2601 ELLIOTT AVE,COMMERCIAL,ADD/ALT,Plan Review,400000,2/26/14,4/1/14,9/12/14,10/1/15,Permit Closed,,47.61429877,-122.352642
6401133,Construction,4720 42ND AVE SW,COMMERCIAL,ADD/ALT,Plan Review,45000,2/21/14,4/1/14,6/16/14,10/1/15,Permit Closed,,47.56024978,-122.3849681
6393538,Construction,3409 WOODLAND PARK AVE N,COMMERCIAL,ADD/ALT,Plan Review,284364,12/26/13,4/1/14,9/18/14,10/1/15,Permit Closed,,47.64901209,-122.3445057
6393113,Construction,903 DEXTER AVE N,COMMERCIAL,ADD/ALT,Plan Review,125000,11/20/13,4/1/14,5/23/14,10/1/15,Permit Closed,,47.627366,-122.3426527
6379491,Construction,2214 QUEEN ANNE AVE N,COMMERCIAL,ADD/ALT,Plan Review,505000,11/18/13,4/1/14,3/9/15,10/1/15,Permit Closed,,47.63892849,-122.3565144
6410920,Construction,2330 3RD AVE,COMMERCIAL,ADD/ALT,No plan review,38000,4/2/14,4/2/14,,4/2/17,Permit Issued,,47.61554789,-122.3457069
6411406,Construction,500 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,4000,4/2/14,4/2/14,5/23/14,10/2/15,Permit Closed,,47.6238397,-122.335618
6407870,Construction,1250 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,30000,3/31/14,4/2/14,,10/2/15,Permit Issued,,47.59085645,-122.3335583
6400274,Construction,522 QUEEN ANNE AVE N,COMMERCIAL,ADD/ALT,Plan Review,40000,2/26/14,4/2/14,6/27/14,10/2/15,Permit Closed,,47.62398772,-122.3563502
6401986,Construction,651 N 34TH ST,COMMERCIAL,ADD/ALT,Plan Review,750000,2/19/14,4/2/14,7/10/14,10/2/15,Permit Closed,,47.64849525,-122.3504228
6371817,Construction,403 TERRY AVE,COMMERCIAL,ADD/ALT,Plan Review,10000,1/21/14,4/2/14,,4/2/17,Permit Issued,3015849,47.6046657,-122.3227368
6411486,Site Development,2601 ELLIOTT AVE,COMMERCIAL,CURB CUT,No plan review,100,4/2/14,4/2/14,,10/2/15,AP Closed,,47.61429877,-122.352642
6391919,Construction,1250 DENNY WAY,COMMERCIAL,TEMP,Plan Review,1,3/11/14,4/2/14,,10/2/15,Permit Issued,,47.61874096,-122.3311162
6405514,Construction,401 PONTIUS AVE N,COMMERCIAL,TEMP,Plan Review,5000,3/26/14,4/2/14,5/15/14,10/2/15,Permit Closed,,47.62220369,-122.3320115
6411780,Construction,10416 5TH AVE NE,COMMERCIAL,ADD/ALT,No plan review,175000,4/3/14,4/3/14,7/16/14,10/3/15,Permit Closed,,47.70440875,-122.3228619
6401675,Construction,9023 MARY AVE NW,COMMERCIAL,ADD/ALT,Plan Review,10000,3/8/14,4/3/14,1/28/15,10/3/15,Permit Closed,,47.69494654,-122.3757722
6397225,Construction,220 2ND AVE S,COMMERCIAL,ADD/ALT,Plan Review,169942,2/10/14,4/3/14,11/20/14,10/3/15,Permit Closed,,47.60021777,-122.3310931
6388840,Construction,219 TERRY AVE N,COMMERCIAL,ADD/ALT,Plan Review,225000,11/15/13,4/3/14,9/3/14,10/3/15,Permit Closed,,47.6203861,-122.3376037
6411778,Construction,6718 M L KING JR WAY S,COMMERCIAL,NO CONSTRUCTION,No plan review,1,4/3/14,4/3/14,7/16/14,10/3/15,Permit Closed,,47.54190995,-122.2830332
6411921,Construction,700 5TH AVE,COMMERCIAL,ADD/ALT,No plan review,10000,4/4/14,4/4/14,,10/4/15,Permit Issued,,47.60501319,-122.3298953
6411842,Construction,1930 6TH AVE S,COMMERCIAL,ADD/ALT,No plan review,20000,4/4/14,4/4/14,6/20/14,10/4/15,Permit Closed,,47.58553216,-122.3251215
6406180,Construction,2217 3RD AVE,COMMERCIAL,ADD/ALT,Plan Review,10000,3/6/14,4/4/14,10/22/14,10/4/15,Permit Closed,,47.6140908,-122.3442985
